repository,degree_centrality,pagerank_score,hub_score,authority_score,id,stars,language,source_edge_count,target_edge_count,total_edge_count
OffcierCia/ultimate-defi-research-base,0.09997191800056164,0.0002554409541879353,0.00011686590755668768,0.00011686590755668752,OffcierCia/ultimate-defi-research-base,2198,unknown,302,54,356
community-scripts/ProxmoxVE,0.11485537770289245,0.0002553733791784731,0.00017227255460425435,0.00017227255460425405,community-scripts/ProxmoxVE,27831,shell,261,148,409
sqshq/sampler,0.11317045773659085,0.00025519625167199684,0.0001557382834007775,0.00015573828340077753,sqshq/sampler,14552,go,59,344,403
unkeyed/unkey,0.11204717775905644,0.00025517950759601916,0.00016685648203826516,0.00016685648203826524,unkeyed/unkey,5284,typescript,29,370,399
OpenMOSS/MOSS,0.13367031732659365,0.000255124746103838,0.00038630877516915676,0.0003863087751691563,OpenMOSS/MOSS,12113,python,395,81,476
kavishdevar/librepods,0.10923897781522045,0.0002550426034207598,0.00012128976349348904,0.00012128976349348917,kavishdevar/librepods,26731,kotlin,148,241,389
alibaba/weex,0.10783487784330245,0.0002550375552752292,0.00011114221779313514,0.00011114221779313509,alibaba/weex,18559,c++,269,115,384
apache/iotdb,0.10755405784891885,0.0002550366747379899,0.00013373406631947367,0.00013373406631947377,apache/iotdb,6321,java,306,77,383
offa/android-foss,0.11232799775344005,0.00025496241465062256,0.00014303942157053637,0.00014303942157053656,offa/android-foss,9949,python,115,285,400
macrozheng/mall,0.11597865768042685,0.0002549606089987889,0.00017689448944273428,0.00017689448944273426,macrozheng/mall,83520,java,151,262,413
MonoGame/MonoGame,0.10727323785453524,0.0002548842278987933,0.00013787471120312264,0.00013787471120312275,MonoGame/MonoGame,13816,c#,322,60,382
dubinc/dub,0.11822521763549565,0.00025487360090410964,0.00019271609848518735,0.00019271609848518735,dubinc/dub,23460,typescript,257,164,421
xiaowenxia/embedded-notes,0.10306093793878124,0.0002547675473137777,0.00011607914873557592,0.00011607914873557605,xiaowenxia/embedded-notes,3869,unknown,5,362,367
antvis/L7,0.11373209772535804,0.000254594980713134,0.00017604601361357786,0.00017604601361357784,antvis/L7,3992,typescript,310,95,405
dmlc/xgboost,0.13535523729289525,0.00025441268370440345,0.00043705880581426697,0.0004370588058142672,dmlc/xgboost,28330,c++,300,182,482
fireship-io/fireship.io,0.11008143779837125,0.0002544044850552658,0.00013694683232113434,0.00013694683232113426,fireship-io/fireship.io,3761,svelte,234,158,392
dathere/qsv,0.12664981746700366,0.00025437037651386963,0.00031773156852508576,0.0003177315685250858,dathere/qsv,3623,rust,262,189,451
rmosolgo/graphql-ruby,0.11822521763549565,0.0002543676629669155,0.0002092485115001523,0.00020924851150015228,rmosolgo/graphql-ruby,5430,ruby,79,342,421
remotion-dev/remotion,0.11682111766357765,0.0002540231340746427,0.0001713814204417302,0.00017138142044173014,remotion-dev/remotion,45146,typescript,91,325,416
4paradigm/OpenMLDB,0.13647851727042964,0.0002540039098685667,0.0004512688590728598,0.00045126885907285984,4paradigm/OpenMLDB,1681,c++,485,1,486
NaiboWang/EasySpider,0.10671159786576805,0.00025399764492095085,0.00015876529434387217,0.0001587652943438723,NaiboWang/EasySpider,43741,javascript,318,62,380
opencv/opencv,0.12973883740522324,0.0002539667784893786,0.0003604059582486071,0.00036040595824860715,opencv/opencv,87285,c++,119,343,462
sudheerj/javascript-interview-questions,0.11625947767481044,0.00025332894702856373,0.0001701829112886074,0.0001701829112886074,sudheerj/javascript-interview-questions,27350,javascript,70,344,414
iperov/DeepFaceLive,0.13451277730974445,0.00025324387221068725,0.000438980194545929,0.00043898019454592917,iperov/DeepFaceLive,30776,python,226,253,479
alacritty/alacritty,0.11064307778713844,0.00025315374346101524,0.00015678761334131074,0.00015678761334131087,alacritty/alacritty,63737,rust,296,98,394
transloadit/uppy,0.11682111766357765,0.00025311875387834846,0.00018171266778665532,0.00018171266778665526,transloadit/uppy,30739,typescript,43,373,416
xerrors/Yuxi,0.12019095759618086,0.0002531176139768793,0.00023766804306011945,0.00023766804306012007,xerrors/Yuxi,5051,python,5,423,428
ayangweb/BongoCat,0.10980061780398764,0.00025303886592191455,0.00014005655099057278,0.00014005655099057283,ayangweb/BongoCat,20557,vue,275,116,391
GitSquared/edex-ui,0.11204717775905644,0.0002529698739960505,0.00014660591966859536,0.00014660591966859536,GitSquared/edex-ui,44727,javascript,361,38,399
fnproject/fn,0.11569783768604325,0.0002527555880738581,0.00018855450061533698,0.00018855450061533706,fnproject/fn,5933,go,224,188,412
realm/realm-swift,0.10783487784330245,0.0002525990319828022,0.00012458892511170918,0.00012458892511170913,realm/realm-swift,16600,objective-c,70,314,384
cirruslabs/cirrus-cli,0.11317045773659085,0.00025258494304449566,0.00015916226694249027,0.00015916226694249019,cirruslabs/cirrus-cli,272,go,289,114,403
crossplane/crossplane,0.11148553777028924,0.0002525108553095957,0.00016679008658593912,0.00016679008658593923,crossplane/crossplane,11629,go,250,147,397
poem-web/poem,0.11317045773659085,0.00025250115727944785,0.0001930783980088803,0.0001930783980088804,poem-web/poem,4386,rust,104,299,403
dapr/dapr,0.11064307778713844,0.00025223857982898957,0.0001543939226327078,0.00015439392263270804,dapr/dapr,25712,go,253,141,394
x1xhlol/system-prompts-and-models-of-ai-tools,0.12356079752878404,0.0002520729069314888,0.00028340337569433984,0.00028340337569434016,x1xhlol/system-prompts-and-models-of-ai-tools,136359,unknown,8,432,440
AmanPathak-DevOps/30DaysOfKubernetes,0.11373209772535804,0.00025201955444932193,0.00018161896986691666,0.00018161896986691674,AmanPathak-DevOps/30DaysOfKubernetes,207,unknown,400,5,405
fluvio-community/fluvio,0.10895815782083684,0.0002517114035070871,0.0001520311947611844,0.00015203119476118454,fluvio-community/fluvio,5204,rust,228,160,388
deepfence/YaraHunter,0.11710193765796124,0.00025166374624086257,0.00020901034744791113,0.00020901034744791108,deepfence/YaraHunter,1323,go,265,152,417
arogozhnikov/einops,0.13198539736029205,0.00025143510007520246,0.0003870857138466967,0.0003870857138466964,arogozhnikov/einops,9473,python,340,130,470
TibixDev/winboat,0.11373209772535804,0.00025133232941665134,0.0001683155202790914,0.00016831552027909153,TibixDev/winboat,20339,typescript,331,74,405
farhanashrafdev/90DaysOfCyberSecurity,0.11569783768604325,0.0002512907800019287,0.00020721685185529605,0.00020721685185529608,farhanashrafdev/90DaysOfCyberSecurity,14791,unknown,223,189,412
MrGemy95/Tensorflow-Project-Template,0.13058129738837404,0.0002510985104922445,0.00037769572945144103,0.0003776957294514407,MrGemy95/Tensorflow-Project-Template,3624,python,411,54,465
DataTalksClub/mlops-zoomcamp,0.13507441729851166,0.0002510839931861497,0.0004509327496021717,0.0004509327496021718,DataTalksClub/mlops-zoomcamp,14519,jupyter notebook,461,20,481
willwulfken/MidJourney-Styles-and-Keywords-Reference,0.12889637742207247,0.0002508622900400473,0.00035682126042183704,0.00035682126042183753,willwulfken/MidJourney-Styles-and-Keywords-Reference,12282,unknown,15,444,459
DataWithBaraa/sql-ultimate-course,0.12047177759056445,0.00025067556235802696,0.0002807735438536291,0.0002807735438536294,DataWithBaraa/sql-ultimate-course,1070,tsql,412,17,429
google/comprehensive-rust,0.10699241786015165,0.00025052638224243973,0.00012437122135743723,0.00012437122135743742,google/comprehensive-rust,32907,rust,184,197,381
ccxt/node-binance-api,0.10671159786576805,0.0002504677992305588,0.00014976642476260924,0.00014976642476260913,ccxt/node-binance-api,1664,typescript,264,116,380
hlrs-vis/covise,0.10025273799494525,0.0002502450823533037,0.00011180053891408725,0.00011180053891408735,hlrs-vis/covise,200,c++,173,184,357
WhitestormJS/whs.js,0.10923897781522045,0.00025013471456881596,0.00015080814034515585,0.00015080814034515577,WhitestormJS/whs.js,6341,javascript,322,67,389
karatelabs/karate,0.11008143779837125,0.0002500049018081892,0.00015640391543869701,0.0001564039154386969,karatelabs/karate,8844,java,171,221,392
danger/kotlin,0.11654029766919405,0.0002499519922660264,0.00020928956519569416,0.0002092895651956941,danger/kotlin,532,kotlin,269,146,415
microsoft/agent-lightning,0.12299915754001685,0.0002495511255396113,0.00029661470343644825,0.0002966147034364483,microsoft/agent-lightning,17059,python,123,315,438
jondot/awesome-react-native,0.11064307778713844,0.0002493700678788038,0.00014974891782945502,0.00014974891782945486,jondot/awesome-react-native,35672,javascript,190,204,394
x90skysn3k/brutespray,0.10783487784330245,0.0002493023123957386,0.00014143748569418865,0.0001414374856941887,x90skysn3k/brutespray,2416,go,7,377,384
osudroid/osu-droid,0.10334175793316484,0.00024907375411910504,0.00010208233509857079,0.00010208233509857088,osudroid/osu-droid,677,java,90,278,368
iconoir-icons/iconoir,0.10502667789946644,0.0002490376135675571,0.00011619497177554982,0.00011619497177554985,iconoir-icons/iconoir,4419,typescript,182,192,374
casdoor/casdoor,0.11317045773659085,0.0002484202557436992,0.0002143286620685735,0.00021432866206857356,casdoor/casdoor,13512,go,267,136,403
risingwavelabs/risingwave,0.11120471777590564,0.0002483912905182699,0.0001814498436120823,0.00018144984361208238,risingwavelabs/risingwave,8956,rust,86,310,396
vendurehq/vendure,0.11036225779275484,0.000248311183112672,0.0001460321336211814,0.0001460321336211814,vendurehq/vendure,8077,typescript,29,364,393
alibaba/nacos,0.11401291771974165,0.00024824918974648445,0.00018798975051059609,0.0001879897505105962,alibaba/nacos,32910,java,315,91,406
BlackArch/blackarch,0.10530749789385005,0.0002482030510418276,0.00013464338685913556,0.00013464338685913554,BlackArch/blackarch,3335,shell,353,22,375
louislam/uptime-kuma,0.11232799775344005,0.0002480517554760141,0.00017338371832044129,0.00017338371832044118,louislam/uptime-kuma,86039,javascript,143,257,400
InterceptSuite/ProxyBridge,0.10362257792754845,0.00024786161844852757,0.00012569644067930212,0.00012569644067930217,InterceptSuite/ProxyBridge,3669,c,311,58,369
leinelissen/jellyfin-audio-player,0.10109519797809605,0.00024773586992498064,8.798486494277832e-05,8.798486494277845e-05,leinelissen/jellyfin-audio-player,1370,typescript,126,234,360
samdenty/gqless,0.11120471777590564,0.0002475867796295439,0.00016092729922176453,0.00016092729922176434,samdenty/gqless,3662,typescript,73,323,396
dexie/Dexie.js,0.11288963774220724,0.0002474691600086542,0.00016875782339963101,0.00016875782339963093,dexie/Dexie.js,14256,typescript,267,135,402
kantord/just-dashboard,0.11738275765234485,0.00024746705645080347,0.0002794159337741896,0.00027941593377418995,kantord/just-dashboard,1576,typescript,177,241,418
dgraph-io/badger,0.11008143779837125,0.0002474280619569213,0.0001508730126194804,0.00015087301261948048,dgraph-io/badger,15590,go,264,128,392
DovAmir/awesome-design-patterns,0.10362257792754845,0.0002474122329199689,0.00012438365395636117,0.00012438365395636136,DovAmir/awesome-design-patterns,47107,unknown,346,23,369
hesreallyhim/awesome-claude-code,0.11597865768042685,0.0002473047209498599,0.00022390147279979634,0.00022390147279979601,hesreallyhim/awesome-claude-code,41800,python,196,217,413
khuedoan/homelab,0.11485537770289245,0.0002472204774507851,0.0001943218054361873,0.0001943218054361872,khuedoan/homelab,9216,python,166,243,409
rust-in-blockchain/awesome-blockchain-rust,0.10025273799494525,0.0002468598779009908,0.00012037204365200546,0.00012037204365200533,rust-in-blockchain/awesome-blockchain-rust,2781,unknown,69,288,357
Luos-io/luos_engine,0.09407469811850604,0.00024665933433275173,9.575572171441381e-05,9.575572171441392e-05,Luos-io/luos_engine,543,c,308,27,335
kevinzg/facebook-scraper,0.11569783768604325,0.0002466498254385223,0.00022445370134280954,0.00022445370134280957,kevinzg/facebook-scraper,3166,python,172,240,412
dromara/Jpom,0.10951979780960404,0.0002466301802366296,0.000159726641638951,0.0001597266416389509,dromara/Jpom,1909,java,227,163,390
Thakurvaibhav/k8s,0.10867733782645324,0.0002465429844445004,0.00015721650226200817,0.0001572165022620081,Thakurvaibhav/k8s,309,shell,331,56,387
vvo/iron-session,0.10502667789946644,0.00024653903627092094,0.00013627334876198076,0.00013627334876198093,vvo/iron-session,4121,typescript,14,360,374
withspectrum/spectrum,0.10980061780398764,0.00024646609533577555,0.00014687156384817062,0.00014687156384817057,withspectrum/spectrum,10843,javascript,9,382,391
google/material-design-icons,0.10306093793878124,0.0002463957959783619,0.00010479953146675832,0.0001047995314667584,google/material-design-icons,53201,unknown,170,197,367
thedaviddias/Front-End-Performance-Checklist,0.10811569783768604,0.0002463575041132513,0.00015250009013352198,0.0001525000901335219,thedaviddias/Front-End-Performance-Checklist,17290,unknown,50,335,385
jessfraz/dockerfiles,0.11148553777028924,0.0002461714070649641,0.00016810327320966684,0.0001681032732096668,jessfraz/dockerfiles,13939,dockerfile,178,219,397
Zheaoli/awesome-coins,0.09688289806234204,0.0002460383507376286,0.00011644854529001894,0.00011644854529001875,Zheaoli/awesome-coins,4078,unknown,271,74,345
maxxfrazer/RealityUI,0.09716371805672563,0.00024602637178657054,9.148750427083781e-05,9.148750427083783e-05,maxxfrazer/RealityUI,693,swift,106,240,346
qodo-ai/qodo-cover,0.11794439764111204,0.0002459449406283369,0.00026431836725804005,0.00026431836725804005,qodo-ai/qodo-cover,5372,python,88,332,420
adbar/trafilatura,0.11794439764111204,0.00024593688242511587,0.00026679436257170247,0.00026679436257170264,adbar/trafilatura,5829,python,308,112,420
ultrafunkamsterdam/undetected-chromedriver,0.10755405784891885,0.0002457835311802249,0.00017056402440056477,0.00017056402440056466,ultrafunkamsterdam/undetected-chromedriver,12571,python,21,362,383
apache/ignite,0.10390339792193204,0.0002454959283782112,0.00014088109400280587,0.00014088109400280593,apache/ignite,5064,java,294,76,370
clockworklabs/SpacetimeDB,0.09969109800617804,0.0002453948016135408,0.00011228120352870495,0.00011228120352870495,clockworklabs/SpacetimeDB,24613,rust,238,117,355
azukaar/Cosmos-Server,0.10306093793878124,0.0002453886965800447,0.0001277200628500951,0.000127720062850095,azukaar/Cosmos-Server,5882,javascript,261,106,367
Esri/wind-js,0.10755405784891885,0.0002453432638988587,0.0001552494346878979,0.00015524943468789794,Esri/wind-js,790,javascript,357,26,383
opendilab/awesome-RLHF,0.12608817747823645,0.00024531307043687653,0.00035442018046471217,0.00035442018046471157,opendilab/awesome-RLHF,4354,unknown,99,350,449
winsiderss/systeminformer,0.10474585790508284,0.0002452456670618958,0.0001250985462237352,0.00012509854622373527,winsiderss/systeminformer,14280,c,6,367,373
FlutterOpen/flutter-ui-nice,0.10109519797809605,0.0002449466618591824,0.00011973163875797297,0.00011973163875797283,FlutterOpen/flutter-ui-nice,3807,dart,324,36,360
woliveiras/front-end-career,0.10811569783768604,0.00024493708065165005,0.0001585299633522504,0.0001585299633522504,woliveiras/front-end-career,764,html,13,372,385
bulletphysics/bullet3,0.09491715810165684,0.0002448841741788464,0.00012610836731521114,0.0001261083673152114,bulletphysics/bullet3,14443,c++,213,125,338
Atri-Labs/atrilabs-engine,0.11457455770850884,0.0002448624838639395,0.00021145728467537585,0.00021145728467537596,Atri-Labs/atrilabs-engine,4080,javascript,398,10,408
jerryscript-project/jerryscript,0.10530749789385005,0.0002447649278885871,0.00013804832981958345,0.00013804832981958342,jerryscript-project/jerryscript,7386,c,178,197,375
vasturiano/react-force-graph,0.10053355798932884,0.00024463573486468667,0.00012010349864882607,0.00012010349864882614,vasturiano/react-force-graph,3101,html,27,331,358
apache/dubbo-admin,0.10867733782645324,0.0002445008585233926,0.00015008187216604987,0.0001500818721660499,apache/dubbo-admin,4050,go,317,70,387
farice/ARShooter,0.09660207806795844,0.00024440799105272457,0.000105238634144317,0.00010523863414431698,farice/ARShooter,810,swift,176,168,344
speechbrain/speechbrain,0.12749227745015446,0.0002443758175346337,0.0003736307440959046,0.0003736307440959042,speechbrain/speechbrain,11495,python,67,387,454
zihangdai/xlnet,0.12805391743892167,0.0002443597703307018,0.00038009913993550725,0.00038009913993550693,zihangdai/xlnet,6177,python,1,455,456
A-poc/RedTeam-Tools,0.10306093793878124,0.0002443051213872475,0.000131225479179356,0.000131225479179356,A-poc/RedTeam-Tools,8701,unknown,360,7,367
life-itself/web3,0.09379387812412243,0.0002442461018218374,0.0001038478411228341,0.00010384784112283409,life-itself/web3,1913,html,119,215,334
PostgREST/postgrest,0.10839651783206965,0.0002442184785814135,0.00016281126189415308,0.00016281126189415313,PostgREST/postgrest,27046,haskell,336,50,386
phaserjs/phaser,0.10390339792193204,0.00024412632146457854,0.0001345189318208279,0.00013451893182082788,phaserjs/phaser,39527,javascript,100,270,370
brij-digital/espresso-cash-public,0.09098567818028644,0.00024410771010145312,7.452314115509182e-05,7.452314115509185e-05,brij-digital/espresso-cash-public,303,dart,216,108,324
dchest/tweetnacl-js,0.10502667789946644,0.0002438773551571307,0.00014274225761994383,0.00014274225761994386,dchest/tweetnacl-js,1922,javascript,259,115,374
Fosowl/agenticSeek,0.12131423757371525,0.00024367080007219212,0.00029569969555125186,0.00029569969555125176,Fosowl/agenticSeek,26143,python,406,26,432
labring/FastGPT,0.11766357764672845,0.00024362074117979986,0.00024890311850657074,0.0002489031185065708,labring/FastGPT,27875,typescript,163,256,419
cs230-stanford/cs230-code-examples,0.12271833754563324,0.00024324510407260194,0.00033113600445246996,0.00033113600445246986,cs230-stanford/cs230-code-examples,4222,python,284,153,437
bevyengine/bevy,0.10249929795001404,0.00024320604776898624,0.00013988444427169336,0.0001398844442716935,bevyengine/bevy,45801,rust,256,109,365
k4yt3x/video2x,0.12945801741083965,0.00024313532792473875,0.0004319929961495314,0.0004319929961495316,k4yt3x/video2x,19719,c++,196,265,461
JuliusBrussee/caveman,0.12103341757933166,0.00024285980946272626,0.0002956506598080801,0.00029565065980807987,JuliusBrussee/caveman,49937,python,379,52,431
PacktPublishing/LLM-Engineers-Handbook,0.11822521763549565,0.00024272808841006207,0.0002745163470225041,0.000274516347022504,PacktPublishing/LLM-Engineers-Handbook,4946,python,348,73,421
apexcharts/apexcharts.js,0.10980061780398764,0.00024267078773331774,0.0001806690237177034,0.00018066902371770342,apexcharts/apexcharts.js,15096,javascript,297,94,391
pibigstar/go-demo,0.09941027801179445,0.00024255127102053477,0.00011562801489051727,0.00011562801489051719,pibigstar/go-demo,2714,go,77,277,354
ariel-os/ariel-os,0.09238977815220444,0.00024244347025940489,9.604151946164877e-05,9.604151946164884e-05,ariel-os/ariel-os,1025,rust,248,81,329
SYSTRAN/faster-whisper,0.12693063746138725,0.00024243612333935713,0.0003735887642486409,0.0003735887642486405,SYSTRAN/faster-whisper,22491,python,364,88,452
requarks/wiki,0.10839651783206965,0.00024242160637297138,0.00015443831731322562,0.0001544383173132254,requarks/wiki,28242,vue,76,310,386
datawhalechina/pumpkin-book,0.12889637742207247,0.00024231741657200514,0.0004307692272522306,0.0004307692272522306,datawhalechina/pumpkin-book,25797,unknown,294,165,459
google/filament,0.09856781802864364,0.0002417171041408118,9.887095980385566e-05,9.88709598038558e-05,google/filament,20021,c++,162,189,351
recastnavigation/recastnavigation,0.11092389778152205,0.00024163506712109804,0.0002446710348963365,0.0002446710348963364,recastnavigation/recastnavigation,7688,c++,62,333,395
absmach/magistrala,0.10137601797247964,0.00024163398336148105,0.00012129830569557424,0.00012129830569557431,absmach/magistrala,2583,go,305,56,361
ionorg/ion,0.10109519797809605,0.00024150729995421166,0.00011398851249411097,0.000113988512494111,ionorg/ion,3814,go,154,206,360
keystonejs/keystone,0.10699241786015165,0.00024139487901967506,0.0001435282642833643,0.00014352826428336432,keystonejs/keystone,9870,typescript,170,211,381
wasabeef/awesome-android-ui,0.10221847795563044,0.00024128919619457502,0.00011304299388423201,0.00011304299388423203,wasabeef/awesome-android-ui,55958,unknown,18,346,364
wasmerio/wasmer,0.10362257792754845,0.00024128119185058832,0.00013357990765903852,0.00013357990765903858,wasmerio/wasmer,20639,rust,16,353,369
jaredthecoder/awesome-vehicle-security,0.09997191800056164,0.0002411704693681023,0.00012807573792340227,0.00012807573792340203,jaredthecoder/awesome-vehicle-security,4275,unknown,145,211,356
JushBJJ/Mr.-Ranedeer-AI-Tutor,0.11934849761303006,0.0002405746848196231,0.0002917091205995471,0.00029170912059954686,JushBJJ/Mr.-Ranedeer-AI-Tutor,29631,unknown,373,52,425
lora-rs/lora-rs,0.09154731816905363,0.00024013322830398424,9.455616341656844e-05,9.455616341656853e-05,lora-rs/lora-rs,441,rust,118,208,326
Mikaelemmmm/go-zero-looklook,0.10474585790508284,0.00023998110214732785,0.00013764037871460928,0.00013764037871460939,Mikaelemmmm/go-zero-looklook,5133,go,341,32,373
Shuffle/Shuffle,0.10418421791631564,0.00023977415813892855,0.00016104709097001103,0.00016104709097001103,Shuffle/Shuffle,2268,javascript,288,83,371
datamllab/rlcard,0.11738275765234485,0.00023974380137143362,0.0002900652034007838,0.00029006520340078373,datamllab/rlcard,3453,python,246,172,418
winfunc/opcode,0.11120471777590564,0.00023972375064436647,0.00021295113907167344,0.0002129511390716735,winfunc/opcode,21698,typescript,9,387,396
spring-cloud/spring-cloud-kubernetes,0.10558831788823364,0.00023970590961193175,0.0001452736235431018,0.00014527362354310183,spring-cloud/spring-cloud-kubernetes,3533,java,48,328,376
letta-ai/letta,0.11906767761864645,0.00023966207049284027,0.00029155068404962083,0.00029155068404962045,letta-ai/letta,22374,python,158,266,424
probelabs/goreplay,0.10558831788823364,0.00023965444667545244,0.00014239625117366464,0.00014239625117366456,probelabs/goreplay,19291,go,94,282,376
udacity/deep-learning-v2-pytorch,0.12580735748385286,0.00023956790497155445,0.0003769877109434519,0.0003769877109434516,udacity/deep-learning-v2-pytorch,5502,jupyter notebook,33,415,448
4ndersonLin/awesome-cloud-security,0.10053355798932884,0.0002394813451850203,0.0001416050703703696,0.00014160507037036952,4ndersonLin/awesome-cloud-security,2403,unknown,352,6,358
gitroomhq/postiz-app,0.10980061780398764,0.00023946333847160028,0.00018288844704516383,0.0001828884470451639,gitroomhq/postiz-app,29759,typescript,204,187,391
tractordev/wanix,0.10137601797247964,0.00023943618495590952,0.00012541503187796956,0.00012541503187796964,tractordev/wanix,669,go,44,317,361
camel-ai/oasis,0.12412243751755125,0.0002393872975388792,0.00036357996139738314,0.00036357996139738265,camel-ai/oasis,4441,python,289,153,442
micrometer-metrics/micrometer,0.10278011794439765,0.00023932952810457687,0.00012968787233484663,0.00012968787233484658,micrometer-metrics/micrometer,4841,java,133,233,366
WZMIAOMIAO/deep-learning-for-image-processing,0.12468407750631845,0.0002392861763045936,0.00036951295668084046,0.00036951295668084013,WZMIAOMIAO/deep-learning-for-image-processing,26226,python,349,95,444
microsoft/LoRA,0.12468407750631845,0.00023901601294706341,0.000368753692647094,0.00036875369264709364,microsoft/LoRA,13488,python,144,300,444
transitive-bullshit/awesome-puppeteer,0.10474585790508284,0.00023898162366798806,0.00016878460911183272,0.0001687846091118326,transitive-bullshit/awesome-puppeteer,2550,unknown,31,342,373
kgateway-dev/kgateway,0.10390339792193204,0.00023879744867658833,0.00014434316503815524,0.00014434316503815543,kgateway-dev/kgateway,5480,go,161,209,370
goplus/xgo,0.11569783768604325,0.00023861149893959738,0.0002753475036298021,0.00027534750362980226,goplus/xgo,9412,go,222,190,412
cloud66-oss/habitus,0.10755405784891885,0.0002386013438319045,0.00017248557179509163,0.0001724855717950916,cloud66-oss/habitus,1396,go,268,115,383
kubescape/kubescape,0.10643077787138444,0.00023846610694857657,0.00016080870496104575,0.0001608087049610459,kubescape/kubescape,11337,go,132,247,379
BehaviorTree/BehaviorTree.CPP,0.10811569783768604,0.00023840270218479094,0.00025014065594493724,0.0002501406559449374,BehaviorTree/BehaviorTree.CPP,3991,c++,371,14,385
namidaco/namida,0.09575961808480764,0.00023834135131116897,8.826876046735086e-05,8.826876046735092e-05,namidaco/namida,5384,dart,96,245,341
google/dopamine,0.12075259758494805,0.0002381565385039596,0.00033454479981441,0.0003345447998144101,google/dopamine,10879,jupyter notebook,223,207,430
needle-tools/needle-engine-support,0.09660207806795844,0.00023813517778108954,0.0001244372680703521,0.00012443726807035219,needle-tools/needle-engine-support,594,javascript,101,243,344
microsoft/PromptCraft-Robotics,0.10586913788261725,0.00023808902219427867,0.0002128565779910741,0.00021285657799107423,microsoft/PromptCraft-Robotics,2098,python,113,264,377
thielepaul/photoprism-mobile,0.09604043807919124,0.00023796296226898472,8.341619322815517e-05,8.341619322815519e-05,thielepaul/photoprism-mobile,879,dart,35,307,342
opencost/opencost,0.10643077787138444,0.00023788260926595623,0.00016819623711405226,0.00016819623711405236,opencost/opencost,6517,go,90,289,379
jacomyal/sigma.js,0.10614995787700085,0.00023786262730265435,0.00016830734736283993,0.00016830734736283996,jacomyal/sigma.js,12002,typescript,199,179,378
warpdotdev/warp,0.10249929795001404,0.00023785893500792102,0.00013864555590364534,0.0001386455559036454,warpdotdev/warp,39846,rust,18,347,365
aldinokemal/go-whatsapp-web-multidevice,0.10446503791069925,0.000237835295345721,0.00014456907087512054,0.00014456907087512057,aldinokemal/go-whatsapp-web-multidevice,3862,go,314,58,372
BretFisher/udemy-docker-mastery,0.11008143779837125,0.00023779294545437992,0.000187387232347273,0.000187387232347273,BretFisher/udemy-docker-mastery,5761,javascript,385,7,392
junyanz/CycleGAN,0.12299915754001685,0.00023777687667471064,0.00035781227920497993,0.0003578122792049797,junyanz/CycleGAN,12855,lua,182,256,438
automatisch/automatisch,0.10923897781522045,0.00023771215865003192,0.00019057195276785818,0.00019057195276785802,automatisch/automatisch,13806,javascript,273,116,389
prisma/prisma1,0.10137601797247964,0.0002375887393642987,0.00012959996821863823,0.00012959996821863818,prisma/prisma1,16408,scala,84,277,361
farmassistX/farmassist,0.08930075821398484,0.0002374513613530675,6.662727494286375e-05,6.662727494286382e-05,farmassistX/farmassist,243,dart,176,142,318
nebgnahz/awesome-iot-hacks,0.09660207806795844,0.00023736892731717295,0.00011064021238044569,0.00011064021238044572,nebgnahz/awesome-iot-hacks,2406,unknown,91,253,344
alibaba/sentinel-golang,0.10362257792754845,0.0002373119034211823,0.00013152248528561821,0.00013152248528561821,alibaba/sentinel-golang,2954,go,307,62,369
pa7/heatmap.js,0.10699241786015165,0.0002373032932303904,0.00017747651818917593,0.00017747651818917593,pa7/heatmap.js,6371,javascript,118,263,381
thedaviddias/Front-End-Checklist,0.10362257792754845,0.00023727299292605427,0.00014760591424016017,0.00014760591424016023,thedaviddias/Front-End-Checklist,72534,unknown,51,318,369
run-llama/llama_index,0.11288963774220724,0.0002372617055347378,0.00023780516095459102,0.00023780516095459124,run-llama/llama_index,49037,python,56,346,402
natayadev/dataengineering-roadmap,0.11682111766357765,0.00023723749247683566,0.0002997036673682774,0.00029970366736827746,natayadev/dataengineering-roadmap,862,unknown,117,299,416
thangchung/go-coffeeshop,0.10446503791069925,0.0002371667529568668,0.00014078270622222566,0.00014078270622222571,thangchung/go-coffeeshop,4348,go,39,333,372
veggiemonk/awesome-docker,0.10643077787138444,0.00023706412091145372,0.00016919579404292142,0.0001691957940429215,veggiemonk/awesome-docker,35899,unknown,28,351,379
hajimehoshi/ebiten,0.09912945801741084,0.00023702289674427975,0.0001177106233973795,0.0001177106233973795,hajimehoshi/ebiten,13137,go,151,202,353
react-cosmos/react-cosmos,0.10306093793878124,0.00023696981910370691,0.00013081315980004063,0.00013081315980004044,react-cosmos/react-cosmos,8671,typescript,86,281,367
mjebrahimi/Awesome-Microservices-DotNet,0.10109519797809605,0.00023684092096856607,0.00013198636881871242,0.00013198636881871256,mjebrahimi/Awesome-Microservices-DotNet,3048,unknown,115,245,360
chenyuntc/pytorch-book,0.12384161752316765,0.00023675938110416847,0.0003708838579285414,0.00037088385792854105,chenyuntc/pytorch-book,12841,jupyter notebook,292,149,441
uber-archive/makisu,0.10671159786576805,0.000236581622571612,0.00017286701863865458,0.00017286701863865442,uber-archive/makisu,2394,go,31,349,380
huggingface/diffusers,0.12327997753440045,0.0002365335964061471,0.00036676581660498043,0.0003667658166049802,huggingface/diffusers,33501,python,212,227,439
